read_id	speed	exp	mutant	HU
cc87f430-f787-4621-89a9-49bc893f647a	1150	BT16_10MMHU	WT	10
653c9225-320f-4a7c-b6c2-b33a3f0dc157	1400	BT16_10MMHU	WT	10
653c9225-320f-4a7c-b6c2-b33a3f0dc157	800	BT16_10MMHU	WT	10
728ae782-dba0-400a-858f-3a8a86274798	1300	BT16_10MMHU	WT	10
60486e57-973c-46e7-9038-a10a11f7e808	1250	BT16_10MMHU	WT	10
ad2418b4-fa79-4540-ae2c-0484db25f478	850	BT16_10MMHU	WT	10
ad2418b4-fa79-4540-ae2c-0484db25f478	2400	BT16_10MMHU	WT	10
ad2418b4-fa79-4540-ae2c-0484db25f478	2300	BT16_10MMHU	WT	10
67aa4619-ee0e-4a94-b304-a4e58311d942	1150	BT16_10MMHU	WT	10
83834238-6bfb-4ead-b835-40ea1d5b7d8a	1200	BT16_10MMHU	WT	10
e923eea6-7999-49de-be53-c14f6448d885	1450	BT16_10MMHU	WT	10
99dfe735-6801-4359-953f-2252e6bd8ebe	1150	BT16_10MMHU	WT	10
71ec12fd-d779-4cc7-8fe9-d8781d2d0443	1200	BT16_10MMHU	WT	10
1c81a163-3de9-49de-a007-1590b8c2843b	2550	BT16_10MMHU	WT	10
7dd4260f-c981-4095-a138-efe70ca10cc6	1550	BT16_10MMHU	WT	10
c91c820f-dc52-4cf3-b719-b203efee94dc	1550	BT16_10MMHU	WT	10
5012d07b-04a4-4272-bb0a-323ca9d78dca	1450	BT16_10MMHU	WT	10
0e1e0344-0bad-4c0a-9987-fa37e89964a2	1450	BT16_10MMHU	WT	10
8571ba5e-5a5b-4d1b-ad23-1907b21e41c9	800	BT16_10MMHU	WT	10
c18dc299-5002-4255-94f0-61a7177c6186	1350	BT16_10MMHU	WT	10
a3293600-4819-4342-ba6f-fbf8da007df8	900	BT16_10MMHU	WT	10
8690865d-4e1d-419b-aad2-3c3e78c7e34c	1400	BT16_10MMHU	WT	10
91ab2c1f-da16-4955-bb30-c9e939599090	2150	BT16_10MMHU	WT	10
17f1c663-eae1-41a2-8395-796c767df710	900	BT16_10MMHU	WT	10
c56e009f-73c8-4859-b2f9-42d8aebde1cf	2300	BT16_10MMHU	WT	10
94151b39-bcb6-47c7-bdaa-7a0df950581f	900	BT16_10MMHU	WT	10
6b57b7de-d5fa-40c1-b908-fcd1c4bfd15b	1000	BT16_10MMHU	WT	10
6b57b7de-d5fa-40c1-b908-fcd1c4bfd15b	1650	BT16_10MMHU	WT	10
45d5f277-f8bb-4264-a21f-622c7cec02b7	1300	BT16_10MMHU	WT	10
dea987b1-207b-447e-bb9d-d8338cd624c6	1450	BT16_10MMHU	WT	10
458b4468-799b-4472-98c6-5ce74a2fe433	2600	BT16_10MMHU	WT	10
fceba1a6-78c6-4f79-b002-be320135162b	1050	BT16_10MMHU	WT	10
22ae4761-6185-4383-b000-a083c01cc2d4	2800	BT16_10MMHU	WT	10
22ae4761-6185-4383-b000-a083c01cc2d4	1000	BT16_10MMHU	WT	10
1f2ab123-aa96-44cf-a138-8609da9bc16c	1000	BT16_10MMHU	WT	10
c5911a38-da91-483b-8617-1b8ff2919e63	1300	BT16_10MMHU	WT	10
415e352b-4f4f-4da8-9faf-96253bcad98d	1000	BT16_10MMHU	WT	10
