read_id	spedd.rdp
6ef758ea-116d-4d80-afd0-ef230cb1d2d4	750
4d5df697-ec10-4b2e-ab62-899ee6ee0ef3	3150
54ac3ab5-e529-425b-956e-71831d7d23ce	2200
54ac3ab5-e529-425b-956e-71831d7d23ce	3350
63b91a3c-0fff-4ae7-8cf4-f2388f1f305a	2900
4ec46236-1a4f-477e-aec3-2961e65eb531	4350
2e6b67aa-e9d9-4de9-a55f-b306bc84f5a4	1050
2e6b67aa-e9d9-4de9-a55f-b306bc84f5a4	850
a73a8e1f-67b9-4f9d-94e8-543d7daa92cf	2400
84997afa-7caf-462a-9282-4aabda7b00b8	900
b1b2c8d4-c68a-49d5-b464-c1de929352b9	4350
293c62c6-14de-4d03-96a9-037146165e2f	1350
b29ba428-2b78-48d9-b220-2ecb6b0651cd	3950
5def22ae-cf4a-4516-99f9-2703503d7f3d	1900
30a00864-d3ee-4136-933c-9271a07ebe28	750
0dc37187-e96e-4aeb-b281-88bef4e9df70	1400
e7c49179-a12f-49c0-9435-e24d545050a1	1600
a8f4fbc1-0740-4cf8-82c4-a0a7342c285a	1350
8a711e98-7896-40f7-a64d-c71516c97acb	1050
782bc775-8060-4051-8dbe-5ec7f6b7b9a8	4050
782bc775-8060-4051-8dbe-5ec7f6b7b9a8	3300
4732ea6a-bf6b-4a03-bed1-6f01acf74cc8	3400
cd8ef07d-5680-4645-a426-d255ea52ca56	2600
f57d3577-2987-4b10-9e89-223d2db3501c	3000
89afbac9-2ad0-4f02-b827-f82ecb4f6bcc	3350
973dd590-ca9d-485f-afe7-05d22eedda10	1050
fd59e6fb-aac8-4c0d-a56b-5e7fa2f03e34	850
6fe3740f-db1d-4ffa-a1fd-b0b58b33ffea	900
b818565b-7eee-4d59-ad21-ad1db22f59b5	1600
d37bf7db-2147-4f15-8162-4d8e5b432ec0	650
8980b7b8-fa33-4a73-8892-f3a79c671fda	1850
1b36cc40-5895-405e-85e3-81993f0a4083	1200
1b36cc40-5895-405e-85e3-81993f0a4083	1250
1f3d32e2-ea45-404d-a38f-c2a6589052fc	1250
1f3d32e2-ea45-404d-a38f-c2a6589052fc	1500
98c3b702-b9e3-4bb5-8a02-aace15b01445	900
ae28ffce-556f-4943-acdb-7e89d474f6a2	2400
3e97d77a-0c05-4423-bba7-38589b9117be	1000
752b7a6a-ce10-47f8-8944-33221e5e5877	3300
e8536ce0-7886-4ac9-8162-240528bb825b	850
e8536ce0-7886-4ac9-8162-240528bb825b	800
b6bbcda0-61e1-4350-ad28-f138a2983f0b	3400
996d86ef-5e59-4756-96ce-b3a2c4ea7781	2650
d198799a-a874-412b-887c-4151b71986a7	3050
f291c1de-615e-4ea8-9124-71a1cf37bb51	1350
ef3a63b5-d836-4d07-be1d-4acf84ab7345	2300
a8d566db-ca92-4c55-8b76-05c99bcd90ae	3350
d7707b10-4b6d-42a0-863f-b71558c028fc	2750
d7707b10-4b6d-42a0-863f-b71558c028fc	3550
487b5296-8c7a-4a9c-a588-b0a2b66aa1c7	2350
8234d942-a32a-4042-8fbc-0a79f0b78d5c	4050
e80f5806-7c72-499d-84ad-cb1ec192d338	3750
c9a523fd-39a0-4829-977b-920b131ab28b	1550
1ab6be28-8540-406c-8acf-3ba4a67d64b9	3050
98a65585-1618-406c-a0a1-f0348688475b	4100
e1d5b1a6-9890-4c7f-9a15-7cfdfd05699d	2600
66113223-81a9-4b7d-9e1b-a702e5ddaf6d	2500
dc89bbeb-0636-4407-9c6c-62d65881d793	1200
279c8bba-176e-4500-a9cb-32c1f22a308f	2750
a8a31dd0-c18d-4b41-a026-3000689b79a2	1200
8ab634ab-a02e-4f0e-8594-279aaa566c64	850
8ab634ab-a02e-4f0e-8594-279aaa566c64	800
63b98ce4-3d1e-4763-a10f-c67b0caa7043	1850
7094a887-104e-424c-90e9-c769d61feb13	2000
a70965ed-4d9f-4306-b57a-e830fa01d18b	1600
2c57e1a0-c26e-43a5-baa8-0b0d0d0e7820	3450
271388de-8d98-4322-bb97-20cc235ece70	2950
30241686-069c-4bf2-a402-11a3310f73a7	1600
30241686-069c-4bf2-a402-11a3310f73a7	1650
878c54f2-5f15-4852-8496-369007350231	2250
3b1aced3-88a2-4985-94c2-ca250600c09b	3300
f194d0af-5e38-42ae-88e3-55cc4b1bb2b9	3650
b7891e4c-62ca-4ff8-8670-a3dce1d58a84	3600
aee8e8b6-9a9a-4089-96d7-6a57165df317	900
aee8e8b6-9a9a-4089-96d7-6a57165df317	1100
73146124-a392-4c1a-a026-b0f2de4d61d3	950
f8d0a28d-1507-4841-93b5-7e2a2389ae29	2750
f8d0a28d-1507-4841-93b5-7e2a2389ae29	2600
0b68ba95-973e-4097-b55f-bcf814dfa043	1750
0b68ba95-973e-4097-b55f-bcf814dfa043	1650
26c2bbab-0c0f-47da-9454-f3b280c30665	3800
e4446552-08a2-4172-8fd7-89985a184c90	3600
6cadaef6-2d0d-496c-8e34-8f521ee3d86e	1200
0753571f-a067-4587-ac5b-a1b314483b56	2300
a974ca91-193e-4111-811b-c3ad3bd6ca37	1200
38b74db2-74a7-4247-8213-10fc0b7abf14	2300
4cd4dec8-6235-4388-b123-d84af21e98c9	1100
7e11b035-99ca-429a-ae00-dfe4dbd0a35f	1050
249e4183-84b7-465f-a32a-15913e69c7d4	900
dec7006d-de01-4934-baea-6ba40735fed9	4150
c5a8edd6-f534-4ca6-bc1d-915b2320ab05	900
c5a8edd6-f534-4ca6-bc1d-915b2320ab05	800
945102b6-4d70-447d-9433-f1636e5fbf27	1650
945102b6-4d70-447d-9433-f1636e5fbf27	1950
91d10562-7bfe-4242-8a03-e98041be9dc9	3600
91d10562-7bfe-4242-8a03-e98041be9dc9	3800
68f75dbd-1219-4de2-ac85-b6400430d180	1000
0c422232-7b0c-4734-a3f4-ec60e9115399	1000
0c422232-7b0c-4734-a3f4-ec60e9115399	1050
0b4a00b6-e2a8-4e7d-937f-ae20b645d70f	2200
4fecabae-9c04-4896-8d23-07cb51683272	1550
3b29a5c1-4107-4e64-845f-9621a3ec7293	2850
914bcee2-2ba7-43f2-aecb-cd42352a5c74	3800
f1fffc1c-44ee-4b8a-a57e-478c7fa8b877	5550
9dc03485-bfd1-45b2-8138-118b76ad905a	750
9dc03485-bfd1-45b2-8138-118b76ad905a	1100
c0a97179-0510-427f-80e2-55beba7d17d0	950
c0a97179-0510-427f-80e2-55beba7d17d0	1100
7da53aab-7f36-4605-8ca4-38fbe1622f28	2150
29359da1-6f80-47d4-8df8-ef5d3b5a0060	3050
80e33ccd-894c-4b64-8304-5b22e86d0493	5400
2067c7d0-126b-4729-9d65-fb3e1f59139d	2800
ada8ee3d-f63d-453b-bfbf-2d7887b9f074	2900
7253ee86-3704-41f2-9230-7074759f665f	800
0382dae4-6fa1-4a08-98dd-55dbe7956135	2550
03003118-befc-48e8-bf2d-0bc53ddf25e9	2700
b12260a7-32eb-4206-9497-4a19a73b966a	2200
65ccf42a-2645-47a9-86c6-8b76d64834aa	3300
f8a5b242-cc20-4b41-9f27-b117c80eea2a	3050
998348a0-e7dd-4f12-bcd8-e10cc511bedd	2650
8bbde7a7-ec47-4e3b-afe9-8a5048dab841	1500
c2d0d254-7979-413c-998f-108174901b37	1150
68f913bf-62c3-4ce1-a3cd-ba8e7329ff20	1400
68f913bf-62c3-4ce1-a3cd-ba8e7329ff20	1450
095a3523-f24b-4e57-9d29-558df9c132af	1150
095a3523-f24b-4e57-9d29-558df9c132af	1150
1a160054-e62c-4eb6-992f-8e3189441eea	1300
8ab36911-771b-4d69-a090-b5553e66fcce	3350
33899e26-2866-41b6-8583-035a8d8d297e	1550
f15018a4-d411-4d1f-b732-ca53749095e6	750
dc00d9b3-e134-4f6e-8412-d5c7036fbc6d	1200
1c2b278a-0b98-4417-b5ec-4c07d6a5f618	3900
2273c37a-f063-4489-9390-4adf883dd4b8	2100
d7f00f47-2dca-49de-8a15-b151ed4f56ea	2800
2c90808e-ce9e-47bc-b284-59b7bef38979	2750
fd61d997-d742-4c31-918d-5d9d222828dd	750
148bb6fb-493f-42a0-92b4-8790535519fc	1100
760b2789-eccd-4db2-aa92-2ff61e6ef676	1000
760b2789-eccd-4db2-aa92-2ff61e6ef676	700
5c8c9290-6d9e-414d-85c3-6e59b72f6f60	1100
2a721363-8270-4210-93fc-edf1446178d3	2350
50bc9ff9-adf3-4dae-bd47-ad2e58c4899c	900
50bc9ff9-adf3-4dae-bd47-ad2e58c4899c	1000
b7ac0dca-7cea-464b-86e4-5f5ec7e5d13c	1450
1235b4de-663d-40d0-8538-cf53e87875bd	1650
697ad59e-0454-4c96-ad36-df986c301836	2600
5e015d6e-c7b7-41ce-a520-97b588df1f69	2900
5e015d6e-c7b7-41ce-a520-97b588df1f69	2700
a7d86504-f9f3-4a2f-9d0c-da68b89059e3	3850
a7d86504-f9f3-4a2f-9d0c-da68b89059e3	2550
774ec712-9336-4f10-a317-262d18858350	3850
deba4d73-4621-4472-a300-7b18cb16a99d	1700
ceec8720-2788-4685-a2fe-2f5e58f2986d	1900
ce914464-0f85-4510-abb1-d0cf0cba60f0	4400
ab7a241a-5d14-40f8-83d5-6cc1cc9658d1	1400
43520ddf-8f40-42a6-9794-187af4152cfc	1500
aead79b5-7def-4421-9186-3c6b666cb11b	1600
aead79b5-7def-4421-9186-3c6b666cb11b	1450
1f81683b-4e85-4b18-82b3-446f7cb5be79	850
e07455f7-407d-449b-9470-dc37c628bdda	1250
3a61c05f-3845-4a9d-852e-079ff68d81cd	2250
f1aa8fd1-e4f9-4806-9707-ac71b912a297	600
078b8360-2a0e-4385-879f-0c2ae764a332	3650
1be744af-86b3-4c6d-bdb5-db39a78fa615	1700
a3c36749-64e6-4ed5-9ffc-ba9ef970a209	900
9882a1bb-9a84-4ce0-b6a6-c240d152803d	4250
19d4876e-651c-44ba-a96e-f58c7a707779	5000
c8c3799a-a9a9-4ffe-b6d7-eb5ea9b83b0b	600
7ce44212-b451-41c7-a002-94a0168fa528	2500
7ce44212-b451-41c7-a002-94a0168fa528	2250
531d60e5-b1d2-4728-9170-c483bfdfddb6	900
90c63900-7f48-47ba-9822-3b2fafc1d75f	1000
9efdb41a-4e99-448c-9679-1b8bfb39ac8f	3950
781001e0-b669-46c3-9a2f-73f3107a1d4b	1900
d6eaba06-a505-4e6f-8f56-86e57b7e60eb	1700
90033c66-743e-44f6-a22f-4100120624b7	3850
0ef789b5-56de-4e2a-a722-12df441ebf3c	2950
5e9cd27a-8420-45ef-a8ea-b98bff64aa33	2650
b6f1d62b-5c86-4c00-b2bf-9688edc06ea1	1900
a6cdca4c-bcd7-4f25-9ace-f0e218532c78	3750
fa17b95f-2e31-4d02-a374-69452cca4de4	900
ab50a134-98bd-4a70-bcf7-5886b31b1d3f	1650
538490cb-b731-4153-ac3e-068da213a2ff	4000
4842c8b6-9cd7-410f-96d7-cd30582bd80c	800
4842c8b6-9cd7-410f-96d7-cd30582bd80c	950
9c2f2cf5-6fe9-45bd-8e9f-e83567677052	2500
3fd4f8eb-38c3-4e4c-b282-c98447ccd5cf	2300
4da101e6-0c4e-446b-9093-ed85fc9f6a76	850
04121b71-dba4-417f-9597-3f5953bbf45a	2850
cc29563c-261c-4c73-ac00-13e7382d4a97	1900
380393df-0d13-4a29-86ee-dd5492f6f9a0	1150
380393df-0d13-4a29-86ee-dd5492f6f9a0	1350
8b8e4b68-6491-47af-abd0-3ed365df684c	4300
56f88067-2c98-4608-a355-294c4bcc4b1b	2450
592036ed-6e54-4607-a4d3-b4a1f6babfa6	1050
f2a3992d-4fe8-4271-ae28-996fde020d85	750
0c8421b1-b6cf-47cd-9790-2f6c983ac255	1400
d753ab77-fdb0-428a-a6da-7d2e9f2c522c	950
43942c52-4370-415b-9f1d-ac4a4954706c	1700
478161e1-a9f9-4827-8f82-6910f5aa5bdc	2450
fd49d030-e3e0-4885-bff2-add85f3b3a61	1100
11229e8d-6d99-4220-9ece-6bf428296447	1050
11229e8d-6d99-4220-9ece-6bf428296447	1050
099d2777-35a8-4d90-80d7-3bb32792f7c8	1900
2589aee4-2989-4e92-b2c9-4030c3530207	800
2589aee4-2989-4e92-b2c9-4030c3530207	850
8c024c01-8b8f-4aa7-9771-6b6757349b2e	2600
119c0b4b-7a8f-424e-bb43-79493c319cb4	1200
119c0b4b-7a8f-424e-bb43-79493c319cb4	950
2994e91d-b124-498b-aebe-96977697a662	3200
07abcaf9-feea-4c2d-b8fc-3db652de509a	800
1f6bb861-f2c3-4470-86aa-f1a68f5876e1	2450
1f6bb861-f2c3-4470-86aa-f1a68f5876e1	2550
238be8e0-28f6-4fa5-b504-31021c063b73	3200
0bd0ca2d-d23f-491b-88aa-8174ba57a2b4	1950
0bd0ca2d-d23f-491b-88aa-8174ba57a2b4	2700
fe533e57-b028-41cc-9334-97b2282b00da	4150
83039fe3-cfcf-49b0-ba33-df7ae5f1fed2	1400
8dd88e2e-de2e-4d46-9447-579cf72f1b73	650
1f4abed9-c2b7-46f3-ab01-963c81b3d693	2200
26526a09-5a45-4d36-8a42-77b6c3138cd4	2050
b6eef634-cb98-475b-adec-f8dde18a9f39	1150
b6eef634-cb98-475b-adec-f8dde18a9f39	800
f22e3020-305a-4fd3-b41c-17533f77a4f3	2700
f22e3020-305a-4fd3-b41c-17533f77a4f3	2100
f22e3020-305a-4fd3-b41c-17533f77a4f3	2550
2bb2caea-8593-4270-934c-8c5259b29b63	1250
2bb2caea-8593-4270-934c-8c5259b29b63	1200
fb1aac0d-cf44-4b22-8f49-0663b5754875	850
250f04ab-0095-463a-a0a8-a8776e7c9cb3	3100
d7f632ef-c059-467a-acbb-4981f6dcdaee	650
0c9ff621-7239-4e8a-ba2a-a983c30fddc3	600
0c9ff621-7239-4e8a-ba2a-a983c30fddc3	850
c3b1c515-724e-4b17-be1c-7e7543634555	4650
52863079-f7aa-4d9b-8c0c-740009da2552	1250
c83ded34-3aa8-4646-9127-082efe848740	2700
1ecc0aa2-e1c7-4854-bed9-ff8a6428d604	3400
13dfd374-2ea1-478a-a4cb-1d941f46b286	4050
ead00d4c-ab06-4a86-a91d-0506ea152dce	3750
7756e169-495a-43a7-8251-361c0fbe9770	3450
92728770-105f-4018-8466-6b800ab8b938	700
d9bd669e-5f76-43c3-8c03-e18a3f37aaf6	1250
a46ec2bb-42e3-4266-b3a5-899c1facbfdf	2050
4128b850-b03c-4f68-8479-dc61cbd8dc8c	1350
b08a2b37-0a48-480b-9921-5fb3e7775d17	4800
d3b918dd-2490-43ba-9f1b-76255d189a4e	750
ab98b0d8-ee85-4e47-92a6-f259ad016202	1350
acd37212-b8d7-40f1-b863-dbab9c86ad0c	2800
eb8bfa54-613b-45f3-a4bc-1c7410822827	2950
58df3e0b-d115-49b7-94e2-8dc7f4eec1b9	1000
8257b884-c17c-4ea0-9fa8-a0ea59db0484	2750
020d0a89-ca97-494c-a78f-f5faeb8d1af9	4650
6228938a-ed17-48f6-aaf0-6bb3560ac3f7	3000
09e31fde-3c84-45fd-b325-346889e0f2ff	3250
2c7f1aa8-2216-45d1-944a-2015b4c9278d	900
86b3e014-53ae-4ae2-a10c-01e022a29415	3050
fbfd7c94-04ff-484f-8a04-2bca6f7e4538	1150
4064a2bb-77a7-4e0d-b3c3-d50095a2f904	1100
048e209c-d834-458b-ac00-027a245bf4e9	3300
874f005f-83f8-4a9e-b371-ba2377f24f7d	1050
f1789f98-e6d9-409a-aea1-434233564773	900
f1789f98-e6d9-409a-aea1-434233564773	800
ab8681da-3678-4cd4-bc43-6cbc35518aec	1550
ab8681da-3678-4cd4-bc43-6cbc35518aec	1800
23de3f2a-c1c5-4067-9e0e-48edbc6cabaf	2300
deaea1bb-b1bb-4594-893c-7c40481f88d6	2050
d841de74-d663-42e0-b715-a6522aed7947	750
7c886457-2e93-40a4-8e3a-3b7b29a1dd44	2500
7c886457-2e93-40a4-8e3a-3b7b29a1dd44	4900
96bdd4ef-5c2c-46d2-8366-25673131c88b	5200
8750b4e5-c15b-42f5-b3a3-1f35ed9b4ee8	1150
8750b4e5-c15b-42f5-b3a3-1f35ed9b4ee8	700
ca171d2a-54ff-4ebc-bab6-a73666ec07b7	4500
dc9fceae-14d7-4439-8e7e-48e6c6650fe4	1350
1817dca6-831f-43fe-acab-e10f0949a6a5	1050
59102c17-d77f-4ecb-b6ce-e65bbde40ccf	4950
ff022be3-1e42-4bdf-86d7-f2222bde5e09	2500
1cb622c0-2fac-44e3-8c91-60951b2e140d	1700
c3da3597-ad5f-44d7-99bd-38d423308e9f	2250
09c1813a-1f39-45e7-8f92-f1f542c77f5e	1650
d833dd59-1f2b-4393-8048-e3570d2ef795	4050
5c2f80b2-362c-4e6e-b2cc-af3e8d1547ac	4450
d5e549fd-b070-479d-a0f1-a3f395c80492	700
36b40b2d-2496-4824-beb3-f56b0ede1403	2100
d600520d-34ec-462f-a004-bfbe7dd2e79b	3300
f58c3b08-01af-45a1-bbe5-c13284fe78d9	800
f58c3b08-01af-45a1-bbe5-c13284fe78d9	950
0561d6d7-1aee-43e8-a854-97c94adf9ce6	3900
0561d6d7-1aee-43e8-a854-97c94adf9ce6	4000
9f058874-b5d6-4fd1-92ce-dbab5c39ab4f	3250
a1ac3cb4-7aa4-423c-bf4f-d5bddc585006	1950
da4a73f6-ff35-4372-a68b-b2389fe72d05	2500
54bf58a9-b880-4367-bf8b-76f54f84e33a	1000
7bc074c5-e489-437d-bfa9-2c1f28db5fc6	2900
a971144b-a96f-4f4b-aa6c-4a53cacddb55	800
6974bd1d-c357-4f5f-90d7-8a1b8e0c1ef2	900
6974bd1d-c357-4f5f-90d7-8a1b8e0c1ef2	900
8078e2e0-ff8f-4c10-afaa-c49b45b08e49	1950
2284fac3-0075-4b48-9da5-62ac63957daa	1600
2284fac3-0075-4b48-9da5-62ac63957daa	1600
0e3b2b99-c995-4083-9402-e55540296962	4350
0e3b2b99-c995-4083-9402-e55540296962	1200
b21ef550-a633-46e0-9574-0ff910d3c724	1700
6599ec03-51ae-4f91-b504-3621c99bacf4	1350
8dd22053-cb97-4e09-b195-56b53e7c0300	4800
0d195ce8-c586-40df-966f-df81dabffc15	1750
0d195ce8-c586-40df-966f-df81dabffc15	1550
df3cc6e2-c966-41b9-8308-fda5ecfc28a7	2350
c229004d-0387-47f4-b283-61d28d47471b	2050
56e670ca-b9e8-48d2-8a28-33387d803752	650
9b3a5320-b846-4803-8498-4b4f9eb91e10	1050
8cd28f61-a16f-4cb0-9a39-61b667a6bc95	850
563d5e22-74d7-40be-be4f-9e413972f09d	4150
